Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
SW,SMURFIT WESTROCK PLC,Materials,Equity,"1,581,014.51",0.03,"1,581,014.51","35,713.00",44.27,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,"1,576,169.46",0.03,"1,576,169.46","16,959.00",92.94,United States,New York Stock Exchange Inc.,USD,1,USD,-
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"1,574,203.89",0.03,"1,574,203.89","14,903.00",105.63,United States,NASDAQ,USD,1,USD,-
ZM,ZOOM COMMUNICATIONS INC CLASS A,Information Technology,Equity,"1,571,097.84",0.03,"1,571,097.84","18,708.00",83.98,United States,NASDAQ,USD,1,USD,-
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"1,569,289.92",0.03,"1,569,289.92","15,224.00",103.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
DSY,DASSAULT SYSTEMES,Information Technology,Equity,"1,566,240.72",0.03,"1,566,240.72","48,461.00",32.32,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
MTX,MTU AERO ENGINES HOLDING AG,Industrials,Equity,"1,562,926.71",0.03,"1,562,926.71","3,698.00",422.64,Germany,Xetra,USD,0.85,EUR,-
RI,PERNOD RICARD SA,Consumer Staples,Equity,"1,561,055.13",0.03,"1,561,055.13","14,722.00",106.04,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
4503,ASTELLAS PHARMA INC,Health Care,Equity,"1,555,706.45",0.03,"1,555,706.45","135,900.00",11.45,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
BIIB,BIOGEN INC,Health Care,Equity,"1,551,595.46",0.03,"1,551,595.46","10,711.00",144.86,United States,NASDAQ,USD,1,USD,-
CDW,CDW CORP,Information Technology,Equity,"1,548,268.96",0.03,"1,548,268.96","9,424.00",164.29,United States,NASDAQ,USD,1,USD,-
FMG,FORTESCUE LTD,Materials,Equity,"1,548,370.52",0.03,"1,548,370.52","123,971.00",12.49,Australia,Asx - All Markets,USD,1.51,AUD,-
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"1,544,309.13",0.03,"1,544,309.13","8,443.00",182.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
DVN,DEVON ENERGY CORP,Energy,Equity,"1,541,458.41",0.03,"1,541,458.41","44,333.00",34.77,United States,New York Stock Exchange Inc.,USD,1,USD,-
669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,"1,541,544.87",0.03,"1,541,544.87","121,000.00",12.74,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
KER,KERING SA,Consumer Discretionary,Equity,"1,541,917.21",0.03,"1,541,917.21","5,449.00",282.97,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
HEIA,HEINEKEN NV,Consumer Staples,Equity,"1,540,611.17",0.03,"1,540,611.17","19,905.00",77.4,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
SAB,BANCO DE SABADELL SA,Financials,Equity,"1,537,062.87",0.03,"1,537,062.87","387,553.00",3.97,Spain,Bolsa De Madrid,USD,0.85,EUR,-
TEF,TELEFONICA SA,Communication,Equity,"1,532,182.61",0.03,"1,532,182.61","285,708.00",5.36,Spain,Bolsa De Madrid,USD,0.85,EUR,-
NTRA,NATERA INC,Health Care,Equity,"1,527,711.66",0.03,"1,527,711.66","9,066.00",168.51,United States,NASDAQ,USD,1,USD,-
6723,RENESAS ELECTRONICS CORP,Information Technology,Equity,"1,527,470.80",0.03,"1,527,470.80","130,500.00",11.7,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
EQNR,EQUINOR,Energy,Equity,"1,523,328.76",0.03,"1,523,328.76","62,295.00",24.45,Norway,Oslo Bors Asa,USD,9.88,NOK,-
CYBR,CYBER ARK SOFTWARE LTD,Information Technology,Equity,"1,523,402.10",0.03,"1,523,402.10","3,267.00",466.3,Israel,NASDAQ,USD,1,USD,-
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"1,522,747.78",0.03,"1,522,747.78","31,553.00",48.26,United States,NASDAQ,USD,1,USD,-
FSLR,FIRST SOLAR INC,Information Technology,Equity,"1,518,195.90",0.03,"1,518,195.90","7,527.00",201.7,United States,NASDAQ,USD,1,USD,-
QBE,QBE INSURANCE GROUP LTD,Financials,Equity,"1,514,855.12",0.03,"1,514,855.12","109,520.00",13.83,Australia,Asx - All Markets,USD,1.51,AUD,-
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"1,511,157.15",0.03,"1,511,157.15","15,507.00",97.45,United States,NASDAQ,USD,1,USD,-
FWONK,LIBERTY MEDIA FORMULA ONE SERIES C,Communication,Equity,"1,507,709.28",0.03,"1,507,709.28","15,162.00",99.44,United States,NASDAQ,USD,1,USD,-
PINS,PINTEREST INC CLASS A,Communication,Equity,"1,506,885.51",0.03,"1,506,885.51","43,017.00",35.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
6178,JAPAN POST HOLDINGS LTD,Financials,Equity,"1,501,090.91",0.03,"1,501,090.91","143,200.00",10.48,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Equity,"1,498,964.39",0.03,"1,498,964.39","16,709.00",89.71,Netherlands,NASDAQ,USD,1,USD,-
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,"1,493,213.98",0.03,"1,493,213.98","12,391.00",120.51,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
RBA,RB GLOBAL INC,Industrials,Equity,"1,492,193.31",0.03,"1,492,193.31","12,738.00",117.15,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"1,485,320.50",0.03,"1,485,320.50","27,763.00",53.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Equity,"1,482,580.99",0.03,"1,482,580.99","16,619.00",89.21,United States,NASDAQ,USD,1,USD,-
AENA,AENA SME SA,Industrials,Equity,"1,471,930.86",0.03,"1,471,930.86","50,469.00",29.17,Spain,Bolsa De Madrid,USD,0.85,EUR,-
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"1,470,736.80",0.03,"1,470,736.80","17,784.00",82.7,United States,NASDAQ,USD,1,USD,-
CMS,CMS ENERGY CORP,Utilities,Equity,"1,470,371.84",0.03,"1,470,371.84","20,513.00",71.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
NXT,NEXT PLC,Consumer Discretionary,Equity,"1,467,551.70",0.03,"1,467,551.70","8,975.00",163.52,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
STLD,STEEL DYNAMICS INC,Materials,Equity,"1,459,883.10",0.03,"1,459,883.10","11,174.00",130.65,United States,NASDAQ,USD,1,USD,-
AUD,AUD CASH,Cash and/or Derivatives,Cash,"1,451,937.82",0.03,"1,451,937.82","2,185,501.00",66.44,Australia,-,USD,1.51,AUD,-
REP,REPSOL SA,Energy,Equity,"1,450,348.31",0.03,"1,450,348.31","84,884.00",17.09,Spain,Bolsa De Madrid,USD,0.85,EUR,-
4452,KAO CORP,Consumer Staples,Equity,"1,448,100.22",0.02,"1,448,100.22","31,700.00",45.68,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
16,SUN HUNG KAI PROPERTIES LTD,Real Estate,Equity,"1,444,732.13",0.02,"1,444,732.13","117,000.00",12.35,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
HAL,HALLIBURTON,Energy,Equity,"1,444,149.72",0.02,"1,444,149.72","64,964.00",22.23,United States,New York Stock Exchange Inc.,USD,1,USD,-
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"1,430,141.64",0.02,"1,430,141.64","32,518.00",43.98,United States,NASDAQ,USD,1,USD,-
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,"1,429,735.46",0.02,"1,429,735.46","22,739.00",62.88,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
1925,DAIWA HOUSE INDUSTRY LTD,Real Estate,Equity,"1,430,072.12",0.02,"1,430,072.12","38,700.00",36.95,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
GDDY,GODADDY INC CLASS A,Information Technology,Equity,"1,428,411.05",0.02,"1,428,411.05","9,845.00",145.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
TRMB,TRIMBLE INC,Information Technology,Equity,"1,425,752.64",0.02,"1,425,752.64","17,628.00",80.88,United States,NASDAQ,USD,1,USD,-
7832,BANDAI NAMCO HOLDINGS INC,Consumer Discretionary,Equity,"1,423,762.99",0.02,"1,423,762.99","41,900.00",33.98,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"1,421,280.90",0.02,"1,421,280.90","6,606.00",215.15,United States,New York Stock Exchange Inc.,USD,1,USD,-
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"1,419,875.10",0.02,"1,419,875.10","16,974.00",83.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
2388,BOC HONG KONG HOLDINGS LTD,Financials,Equity,"1,418,961.65",0.02,"1,418,961.65","285,500.00",4.97,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
TTD,TRADE DESK INC CLASS A,Communication,Equity,"1,417,800.30",0.02,"1,417,800.30","31,402.00",45.15,United States,NASDAQ,USD,1,USD,-
EXE,EXPAND ENERGY CORP,Energy,Equity,"1,417,897.92",0.02,"1,417,897.92","14,736.00",96.22,United States,NASDAQ,USD,1,USD,-
IT,GARTNER INC,Information Technology,Equity,"1,407,307.70",0.02,"1,407,307.70","5,690.00",247.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
KPN,KONINKLIJKE KPN NV,Communication,Equity,"1,403,671.51",0.02,"1,403,671.51","281,306.00",4.99,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"1,401,073.76",0.02,"1,401,073.76","9,917.00",141.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
LGEN,LEGAL AND GENERAL GROUP PLC,Financials,Equity,"1,394,604.52",0.02,"1,394,604.52","429,830.00",3.24,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,Equity,"1,391,704.70",0.02,"1,391,704.70","7,130.00",195.19,Israel,NASDAQ,USD,1,USD,28-Jun-96
5401,NIPPON STEEL CORP,Materials,Equity,"1,388,759.78",0.02,"1,388,759.78","62,147.00",22.35,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,"1,384,334.80",0.02,"1,384,334.80",701,"1,974.80",United States,NASDAQ,USD,1,USD,-
GIB.A,CGI INC CLASS A,Information Technology,Equity,"1,383,793.35",0.02,"1,383,793.35","14,822.00",93.36,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
NTNX,NUTANIX INC CLASS A,Information Technology,Equity,"1,381,454.28",0.02,"1,381,454.28","17,436.00",79.23,United States,NASDAQ,USD,1,USD,-
NST,NORTHERN STAR RESOURCES LTD,Materials,Equity,"1,381,816.91",0.02,"1,381,816.91","98,111.00",14.08,Australia,Asx - All Markets,USD,1.51,AUD,-
AMCR,AMCOR PLC,Materials,Equity,"1,372,509.36",0.02,"1,372,509.36","165,762.00",8.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
SHL,SIEMENS HEALTHINEERS AG,Health Care,Equity,"1,370,969.56",0.02,"1,370,969.56","24,550.00",55.84,Germany,Xetra,USD,0.85,EUR,-
CLNX,CELLNEX TELECOM SA,Communication,Equity,"1,369,205.68",0.02,"1,369,205.68","38,306.00",35.74,Spain,Bolsa De Madrid,USD,0.85,EUR,-
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"1,366,872.00",0.02,"1,366,872.00","5,392.00",253.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
NI,NISOURCE INC,Utilities,Equity,"1,365,591.99",0.02,"1,365,591.99","33,299.00",41.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
GMAB,GENMAB,Health Care,Equity,"1,363,068.63",0.02,"1,363,068.63","4,820.00",282.79,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.37,DKK,-
FFIV,F5 INC,Information Technology,Equity,"1,351,014.00",0.02,"1,351,014.00","4,200.00",321.67,United States,NASDAQ,USD,1,USD,-
8309,SUMITOMO MITSUI TRUST GROUP INC,Financials,Equity,"1,350,523.11",0.02,"1,350,523.11","46,500.00",29.04,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
INVH,INVITATION HOMES INC,Real Estate,Equity,"1,349,480.70",0.02,"1,349,480.70","44,670.00",30.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,"1,348,012.61",0.02,"1,348,012.61","32,194.00",41.87,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
J,JACOBS SOLUTIONS INC,Industrials,Equity,"1,344,505.50",0.02,"1,344,505.50","9,165.00",146.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
2502,ASAHI GROUP HOLDINGS LTD,Consumer Staples,Equity,"1,342,617.23",0.02,"1,342,617.23","109,000.00",12.32,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
BT.A,BT GROUP PLC,Communication,Equity,"1,330,250.28",0.02,"1,330,250.28","476,966.00",2.79,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
STLAM,STELLANTIS NV,Consumer Discretionary,Equity,"1,324,716.56",0.02,"1,324,716.56","141,292.00",9.38,Italy,Borsa Italiana,USD,0.85,EUR,-
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,"1,314,994.50",0.02,"1,314,994.50","11,097.00",118.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
VWS,VESTAS WIND SYSTEMS,Industrials,Equity,"1,315,143.36",0.02,"1,315,143.36","72,633.00",18.11,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.37,DKK,-
ACS,ACS ACTIVIDADES DE CONSTRUCCION Y,Industrials,Equity,"1,313,845.70",0.02,"1,313,845.70","16,308.00",80.56,Spain,Bolsa De Madrid,USD,0.85,EUR,-
APTV,APTIV PLC,Consumer Discretionary,Equity,"1,312,635.45",0.02,"1,312,635.45","15,855.00",82.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
6971,KYOCERA CORP,Information Technology,Equity,"1,309,862.87",0.02,"1,309,862.87","93,900.00",13.95,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
HEIA,HEICO CORP CLASS A,Industrials,Equity,"1,304,836.00",0.02,"1,304,836.00","5,200.00",250.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
TPL,TEXAS PACIFIC LAND CORP,Energy,Equity,"1,300,791.96",0.02,"1,300,791.96","1,388.00",937.17,United States,New York Stock Exchange Inc.,USD,1,USD,-
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"1,298,090.10",0.02,"1,298,090.10","10,510.00",123.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCHP,SCHINDLER HOLDING PAR AG,Industrials,Equity,"1,297,536.34",0.02,"1,297,536.34","3,288.00",394.63,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
TOST,TOAST INC CLASS A,Financials,Equity,"1,295,858.15",0.02,"1,295,858.15","32,437.00",39.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
WY,WEYERHAEUSER REIT,Real Estate,Equity,"1,290,915.60",0.02,"1,290,915.60","51,844.00",24.9,United States,New York Stock Exchange Inc.,USD,1,USD,-
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"1,290,399.25",0.02,"1,290,399.25","18,715.00",68.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
SAAB B,SAAB CLASS B,Industrials,Equity,"1,288,558.75",0.02,"1,288,558.75","22,384.00",57.57,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
ABN,ABN AMRO BANK NV,Financials,Equity,"1,281,153.17",0.02,"1,281,153.17","42,410.00",30.21,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
MAS,MASCO CORP,Industrials,Equity,"1,281,235.63",0.02,"1,281,235.63","17,401.00",73.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
XRO,XERO LTD,Information Technology,Equity,"1,281,510.50",0.02,"1,281,510.50","11,894.00",107.74,Australia,Asx - All Markets,USD,1.51,AUD,-
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"1,279,079.86",0.02,"1,279,079.86","8,001.00",159.87,United States,NASDAQ,USD,1,USD,-
KEY,KEYCORP,Financials,Equity,"1,278,468.56",0.02,"1,278,468.56","67,076.00",19.06,United States,New York Stock Exchange Inc.,USD,1,USD,-
CTRA,COTERRA ENERGY INC,Energy,Equity,"1,277,340.96",0.02,"1,277,340.96","52,436.00",24.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
UTHR,UNITED THERAPEUTICS CORP,Health Care,Equity,"1,274,597.94",0.02,"1,274,597.94","3,147.00",405.02,United States,NASDAQ,USD,1,USD,-
DSFIR,DSM FIRMENICH AG,Materials,Equity,"1,273,926.34",0.02,"1,273,926.34","13,498.00",94.38,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
TER,TERADYNE INC,Information Technology,Equity,"1,268,536.48",0.02,"1,268,536.48","11,302.00",112.24,United States,NASDAQ,USD,1,USD,-
CNC,CENTENE CORP,Health Care,Equity,"1,267,837.94",0.02,"1,267,837.94","38,119.00",33.26,United States,New York Stock Exchange Inc.,USD,1,USD,-
5020,ENEOS HOLDINGS INC,Energy,Equity,"1,267,301.17",0.02,"1,267,301.17","207,000.00",6.12,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SNA,SNAP ON INC,Industrials,Equity,"1,266,641.23",0.02,"1,266,641.23","3,797.00",333.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
MT,ARCELORMITTAL SA,Materials,Equity,"1,261,490.82",0.02,"1,261,490.82","36,354.00",34.7,France,Euronext Amsterdam,USD,0.85,EUR,-
SHB A,SVENSKA HANDELSBANKEN-A SHS,Financials,Equity,"1,260,933.21",0.02,"1,260,933.21","98,080.00",12.86,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
L,LOEWS CORP,Financials,Equity,"1,256,657.85",0.02,"1,256,657.85","12,869.00",97.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
IMO,IMPERIAL OIL LTD,Energy,Equity,"1,256,852.48",0.02,"1,256,852.48","13,816.00",90.97,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
BAMI,BANCO BPM,Financials,Equity,"1,253,270.68",0.02,"1,253,270.68","85,088.00",14.73,Italy,Borsa Italiana,USD,0.85,EUR,-
1,CK HUTCHISON HOLDINGS LTD,Industrials,Equity,"1,253,535.15",0.02,"1,253,535.15","186,000.00",6.74,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.78,HKD,-
7733,OLYMPUS CORP,Health Care,Equity,"1,252,010.16",0.02,"1,252,010.16","101,700.00",12.31,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
FTV,FORTIVE CORP,Industrials,Equity,"1,249,510.87",0.02,"1,249,510.87","25,589.00",48.83,United States,New York Stock Exchange Inc.,USD,1,USD,-
PNR,PENTAIR,Industrials,Equity,"1,249,518.90",0.02,"1,249,518.90","11,262.00",110.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,"1,248,618.00",0.02,"1,248,618.00","11,586.00",107.77,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
BURL,BURLINGTON STORES INC,Consumer Discretionary,Equity,"1,246,736.61",0.02,"1,246,736.61","4,671.00",266.91,United States,New York Stock Exchange Inc.,USD,1,USD,-
NN,NN GROUP NV,Financials,Equity,"1,244,707.39",0.02,"1,244,707.39","17,917.00",69.47,Netherlands,Euronext Amsterdam,USD,0.85,EUR,-
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"1,237,199.48",0.02,"1,237,199.48","18,854.00",65.62,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOW,DOW INC,Materials,Equity,"1,233,295.12",0.02,"1,233,295.12","49,253.00",25.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
STMPA,STMICROELECTRONICS NV,Information Technology,Equity,"1,231,457.89",0.02,"1,231,457.89","47,334.00",26.02,France,Nyse Euronext - Euronext Paris,USD,0.85,EUR,-
TRU,TRANSUNION,Industrials,Equity,"1,229,506.60",0.02,"1,229,506.60","13,405.00",91.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
WAT,WATERS CORP,Health Care,Equity,"1,229,117.79",0.02,"1,229,117.79","4,161.00",295.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,"1,225,624.48",0.02,"1,225,624.48","2,251.00",544.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
GEN,GEN DIGITAL INC,Information Technology,Equity,"1,224,812.48",0.02,"1,224,812.48","42,032.00",29.14,United States,NASDAQ,USD,1,USD,-
STO,SANTOS LTD,Energy,Equity,"1,220,728.70",0.02,"1,220,728.70","242,092.00",5.04,Australia,Asx - All Markets,USD,1.51,AUD,-
INF,INFORMA PLC,Communication,Equity,"1,219,885.19",0.02,"1,219,885.19","100,956.00",12.08,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
SCMN,SWISSCOM AG,Communication,Equity,"1,219,196.69",0.02,"1,219,196.69","1,638.00",744.32,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
BLDR,BUILDERS FIRSTSOURCE INC,Industrials,Equity,"1,207,781.26",0.02,"1,207,781.26","8,462.00",142.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
6988,NITTO DENKO CORP,Materials,Equity,"1,205,938.72",0.02,"1,205,938.72","51,500.00",23.42,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,"1,204,450.00",0.02,"1,204,450.00","9,265.00",130,United States,New York Stock Exchange Inc.,USD,1,USD,-
DOCU,DOCUSIGN INC,Information Technology,Equity,"1,200,765.06",0.02,"1,200,765.06","14,974.00",80.19,United States,NASDAQ,USD,1,USD,-
TWLO,TWILIO INC CLASS A,Information Technology,Equity,"1,200,023.91",0.02,"1,200,023.91","11,727.00",102.33,United States,New York Stock Exchange Inc.,USD,1,USD,-
9101,NIPPON YUSEN,Industrials,Equity,"1,196,074.49",0.02,"1,196,074.49","31,900.00",37.49,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
HNR1,HANNOVER RUECK,Financials,Equity,"1,196,075.90",0.02,"1,196,075.90","4,083.00",292.94,Germany,Xetra,USD,0.85,EUR,-
EVRG,EVERGY INC,Utilities,Equity,"1,194,694.48",0.02,"1,194,694.48","16,474.00",72.52,United States,NASDAQ,USD,1,USD,-
SGSN,SGS SA,Industrials,Equity,"1,188,825.10",0.02,"1,188,825.10","11,088.00",107.22,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
7936,ASICS CORP,Consumer Discretionary,Equity,"1,189,058.41",0.02,"1,189,058.41","42,200.00",28.18,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"1,184,393.28",0.02,"1,184,393.28","4,074.00",290.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
CSL,CARLISLE COMPANIES INC,Industrials,Equity,"1,183,641.42",0.02,"1,183,641.42","3,237.00",365.66,United States,New York Stock Exchange Inc.,USD,1,USD,-
MRK,MERCK,Health Care,Equity,"1,182,128.80",0.02,"1,182,128.80","9,443.00",125.19,Germany,Xetra,USD,0.85,EUR,-
ROL,ROLLINS INC,Industrials,Equity,"1,179,355.09",0.02,"1,179,355.09","20,557.00",57.37,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"1,177,332.72",0.02,"1,177,332.72","4,408.00",267.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"1,175,587.50",0.02,"1,175,587.50","18,125.00",64.86,United States,NASDAQ,USD,1,USD,-
1605,INPEX CORP,Energy,Equity,"1,175,624.85",0.02,"1,175,624.85","65,600.00",17.92,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
8830,SUMITOMO REALTY & DEVELOPMENT LTD,Real Estate,Equity,"1,173,089.55",0.02,"1,173,089.55","26,900.00",43.61,Japan,Tokyo Stock Exchange,USD,147.68,JPY,-
BIRG,BANK OF IRELAND GROUP PLC,Financials,Equity,"1,166,762.44",0.02,"1,166,762.44","73,973.00",15.77,Ireland,Irish Stock Exchange - All Market,USD,0.85,EUR,-
ACM,AECOM,Industrials,Equity,"1,167,125.40",0.02,"1,167,125.40","9,219.00",126.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"1,164,621.25",0.02,"1,164,621.25","3,725.00",312.65,United States,NASDAQ,USD,1,USD,-
BPE,BPER BANCA,Financials,Equity,"1,164,225.57",0.02,"1,164,225.57","106,361.00",10.95,Italy,Borsa Italiana,USD,0.85,EUR,-
MRU,METRO INC,Consumer Staples,Equity,"1,163,215.41",0.02,"1,163,215.41","16,658.00",69.83,Canada,Toronto Stock Exchange,USD,1.38,CAD,-
CLX,CLOROX,Consumer Staples,Equity,"1,152,718.83",0.02,"1,152,718.83","9,333.00",123.51,United States,New York Stock Exchange Inc.,USD,1,USD,-
ESSITY B,ESSITY CLASS B,Consumer Staples,Equity,"1,149,205.45",0.02,"1,149,205.45","42,414.00",27.09,Sweden,Nasdaq Omx Nordic,USD,9.33,SEK,-
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"1,146,985.20",0.02,"1,146,985.20","8,066.00",142.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
OMC,OMNICOM GROUP INC,Communication,Equity,"1,143,640.80",0.02,"1,143,640.80","14,814.00",77.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLMA,HALMA PLC,Information Technology,Equity,"1,144,008.36",0.02,"1,144,008.36","25,522.00",44.82,United Kingdom,London Stock Exchange,USD,0.74,GBP,-
RPM,RPM INTERNATIONAL INC,Materials,Equity,"1,142,186.43",0.02,"1,142,186.43","9,037.00",126.39,United States,New York Stock Exchange Inc.,USD,1,USD,-
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"1,142,261.63",0.02,"1,142,261.63","18,871.00",60.53,United States,New York Stock Exchange Inc.,USD,1,USD,-
HOLX,HOLOGIC INC,Health Care,Equity,"1,139,540.45",0.02,"1,139,540.45","17,681.00",64.45,United States,NASDAQ,USD,1,USD,-
SOON,SONOVA HOLDING AG,Health Care,Equity,"1,133,511.23",0.02,"1,133,511.23","3,796.00",298.61,Switzerland,SIX Swiss Exchange,USD,0.8,CHF,-
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"1,131,686.08",0.02,"1,131,686.08","13,216.00",85.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
